paper_community,reference_community,year,citations
computational linguistics,information theory,1995,4
computational linguistics,information theory,1996,6
computational linguistics,information theory,1997,6
computational linguistics,information theory,1998,4
computational linguistics,information theory,1999,7
computational linguistics,information theory,2000,13
computational linguistics,information theory,2001,5
computational linguistics,information theory,2002,14
computational linguistics,information theory,2003,11
computational linguistics,information theory,2004,16
computational linguistics,information theory,2005,10
computational linguistics,information theory,2006,10
computational linguistics,information theory,2007,8
computational linguistics,information theory,2008,14
computational linguistics,information theory,2009,15
computational linguistics,information theory,2010,27
computational linguistics,information theory,2011,18
computational linguistics,information theory,2012,20
computational linguistics,information theory,2013,17
computational linguistics,information theory,2014,12
computational linguistics,information theory,2015,8
computational linguistics,information theory,2016,8
computational linguistics,information theory,2017,6
computational linguistics,medical informatics,1997,1
computational linguistics,medical informatics,1998,1
computational linguistics,medical informatics,1999,1
computational linguistics,medical informatics,2001,1
computational linguistics,medical informatics,2002,5
computational linguistics,medical informatics,2003,1
computational linguistics,medical informatics,2004,12
computational linguistics,medical informatics,2005,8
computational linguistics,medical informatics,2006,12
computational linguistics,medical informatics,2007,9
computational linguistics,medical informatics,2008,28
computational linguistics,medical informatics,2009,15
computational linguistics,medical informatics,2010,45
computational linguistics,medical informatics,2011,23
computational linguistics,medical informatics,2012,77
computational linguistics,medical informatics,2013,35
computational linguistics,medical informatics,2014,70
computational linguistics,medical informatics,2015,9
computational linguistics,medical informatics,2016,15
computational linguistics,medical informatics,2017,5
computational linguistics,multimedia,2000,1
computational linguistics,multimedia,2002,2
computational linguistics,multimedia,2004,2
computational linguistics,multimedia,2005,2
computational linguistics,multimedia,2006,3
computational linguistics,multimedia,2007,4
computational linguistics,multimedia,2008,16
computational linguistics,multimedia,2009,6
computational linguistics,multimedia,2010,15
computational linguistics,multimedia,2011,14
computational linguistics,multimedia,2012,17
computational linguistics,multimedia,2013,16
computational linguistics,multimedia,2014,25
computational linguistics,multimedia,2015,9
computational linguistics,multimedia,2016,19
computational linguistics,multimedia,2017,8
computational linguistics,networks,1995,1
computational linguistics,networks,1997,1
computational linguistics,networks,2000,4
computational linguistics,networks,2002,1
computational linguistics,networks,2004,2
computational linguistics,networks,2005,2
computational linguistics,networks,2007,1
computational linguistics,networks,2008,2
computational linguistics,networks,2009,1
computational linguistics,networks,2010,2
computational linguistics,networks,2011,2
computational linguistics,networks,2012,1
computational linguistics,networks,2014,3
computational linguistics,networks,2016,2
computational linguistics,networks,2017,1
computational linguistics,robotics,1990,1
computational linguistics,robotics,1996,1
computational linguistics,robotics,2000,2
computational linguistics,robotics,2003,1
computational linguistics,robotics,2004,6
computational linguistics,robotics,2006,1
computational linguistics,robotics,2008,1
computational linguistics,robotics,2010,3
computational linguistics,robotics,2011,1
computational linguistics,robotics,2012,4
computational linguistics,robotics,2013,3
computational linguistics,robotics,2014,2
computational linguistics,robotics,2015,32
computational linguistics,robotics,2016,1
computational linguistics,robotics,2017,3
computational linguistics,security,2006,1
computational linguistics,security,2009,2
computational linguistics,security,2011,3
computational linguistics,security,2014,5
computational linguistics,security,2015,3
computational linguistics,security,2016,3
computational linguistics,security,2017,4
computational linguistics,signal processing,1992,1
computational linguistics,signal processing,1994,2
computational linguistics,signal processing,1995,2
computational linguistics,signal processing,1996,5
computational linguistics,signal processing,1997,3
computational linguistics,signal processing,1998,1
computational linguistics,signal processing,1999,3
computational linguistics,signal processing,2000,10
computational linguistics,signal processing,2001,20
computational linguistics,signal processing,2002,87
computational linguistics,signal processing,2003,56
computational linguistics,signal processing,2004,156
computational linguistics,signal processing,2005,69
computational linguistics,signal processing,2006,177
computational linguistics,signal processing,2007,133
computational linguistics,signal processing,2008,342
computational linguistics,signal processing,2009,236
computational linguistics,signal processing,2010,435
computational linguistics,signal processing,2011,295
computational linguistics,signal processing,2012,350
computational linguistics,signal processing,2013,605
computational linguistics,signal processing,2014,854
computational linguistics,signal processing,2015,395
computational linguistics,signal processing,2016,615
computational linguistics,signal processing,2017,585
computational linguistics,software systems,1994,2
computational linguistics,software systems,1995,1
computational linguistics,software systems,1996,4
computational linguistics,software systems,1998,1
computational linguistics,software systems,1999,2
computational linguistics,software systems,2001,1
computational linguistics,software systems,2002,1
computational linguistics,software systems,2003,4
computational linguistics,software systems,2004,4
computational linguistics,software systems,2005,1
computational linguistics,software systems,2006,9
computational linguistics,software systems,2008,4
computational linguistics,software systems,2009,2
computational linguistics,software systems,2010,7
computational linguistics,software systems,2011,2
computational linguistics,software systems,2012,7
computational linguistics,software systems,2013,3
computational linguistics,software systems,2014,7
computational linguistics,software systems,2015,3
computational linguistics,software systems,2016,8
computational linguistics,software systems,2017,4
computational linguistics,systems,1990,2
computational linguistics,systems,1992,2
computational linguistics,systems,1994,2
computational linguistics,systems,1995,1
computational linguistics,systems,1996,3
computational linguistics,systems,1997,3
computational linguistics,systems,1999,1
computational linguistics,systems,2000,5
computational linguistics,systems,2001,1
computational linguistics,systems,2002,3
computational linguistics,systems,2003,2
computational linguistics,systems,2004,3
computational linguistics,systems,2006,2
computational linguistics,systems,2009,1
computational linguistics,systems,2010,4
computational linguistics,systems,2011,2
computational linguistics,systems,2012,4
computational linguistics,systems,2013,1
computational linguistics,systems,2014,1
computational linguistics,systems,2015,1
computational linguistics,systems,2016,3
computational linguistics,systems,2017,1
computational linguistics,theory,1990,9
computational linguistics,theory,1991,12
computational linguistics,theory,1992,20
computational linguistics,theory,1993,14
computational linguistics,theory,1994,14
computational linguistics,theory,1995,16
computational linguistics,theory,1996,21
computational linguistics,theory,1997,14
computational linguistics,theory,1998,13
computational linguistics,theory,1999,4
computational linguistics,theory,2000,5
computational linguistics,theory,2001,10
computational linguistics,theory,2002,12
computational linguistics,theory,2003,18
computational linguistics,theory,2004,18
computational linguistics,theory,2005,17
computational linguistics,theory,2006,24
computational linguistics,theory,2007,11
computational linguistics,theory,2008,23
computational linguistics,theory,2009,26
computational linguistics,theory,2010,52
computational linguistics,theory,2011,50
computational linguistics,theory,2012,44
computational linguistics,theory,2013,28
computational linguistics,theory,2014,33
computational linguistics,theory,2015,16
computational linguistics,theory,2016,22
computational linguistics,vision,1990,3
computational linguistics,vision,1991,5
computational linguistics,vision,1992,2
computational linguistics,vision,1993,2
computational linguistics,vision,1994,10
computational linguistics,vision,1995,7
computational linguistics,vision,1996,15
computational linguistics,vision,1997,3
computational linguistics,vision,1998,8
computational linguistics,vision,1999,3
computational linguistics,vision,2000,10
computational linguistics,vision,2001,6
computational linguistics,vision,2002,14
computational linguistics,vision,2003,8
computational linguistics,vision,2004,28
computational linguistics,vision,2005,22
computational linguistics,vision,2006,27
computational linguistics,vision,2007,22
computational linguistics,vision,2008,47
computational linguistics,vision,2009,25
computational linguistics,vision,2010,71
computational linguistics,vision,2011,49
computational linguistics,vision,2012,74
computational linguistics,vision,2013,68
computational linguistics,vision,2014,163
computational linguistics,vision,2015,84
computational linguistics,vision,2016,93
computational linguistics,vision,2017,54
data mining,ai,1990,4
data mining,ai,1991,126
data mining,ai,1992,34
data mining,ai,1993,150
data mining,ai,1994,28
data mining,ai,1995,139
data mining,ai,1996,65
data mining,ai,1997,130
data mining,ai,1998,73
data mining,ai,1999,238
data mining,ai,2000,41
data mining,ai,2001,253
data mining,ai,2002,238
data mining,ai,2003,324
data mining,ai,2004,365
data mining,ai,2005,601
data mining,ai,2006,718
data mining,ai,2007,802
data mining,ai,2008,892
data mining,ai,2009,1342
data mining,ai,2010,1378
data mining,ai,2011,1725
data mining,ai,2012,1825
data mining,ai,2013,2352
data mining,ai,2014,2347
data mining,ai,2015,2678
data mining,ai,2016,2629
data mining,ai,2017,1139
data mining,bioinformatics,1994,1
data mining,bioinformatics,1998,1
data mining,bioinformatics,2000,1
data mining,bioinformatics,2001,9
data mining,bioinformatics,2002,30
data mining,bioinformatics,2003,24
data mining,bioinformatics,2004,67
data mining,bioinformatics,2005,77
data mining,bioinformatics,2006,246
data mining,bioinformatics,2007,114
data mining,bioinformatics,2008,149
data mining,bioinformatics,2009,141
data mining,bioinformatics,2010,150
data mining,bioinformatics,2011,265
data mining,bioinformatics,2012,417
data mining,bioinformatics,2013,299
data mining,bioinformatics,2014,280
data mining,bioinformatics,2015,271
data mining,bioinformatics,2016,244
data mining,bioinformatics,2017,84
data mining,computational linguistics,1991,3
data mining,computational linguistics,1992,1
data mining,computational linguistics,1994,2
data mining,computational linguistics,1995,1
data mining,computational linguistics,1997,9
data mining,computational linguistics,1999,4
data mining,computational linguistics,2000,2
data mining,computational linguistics,2001,22
data mining,computational linguistics,2002,15
data mining,computational linguistics,2003,42
data mining,computational linguistics,2004,14
data mining,computational linguistics,2005,26
data mining,computational linguistics,2006,76
data mining,computational linguistics,2007,92
data mining,computational linguistics,2008,80
data mining,computational linguistics,2009,115
data mining,computational linguistics,2010,112
data mining,computational linguistics,2011,213
data mining,computational linguistics,2012,230
data mining,computational linguistics,2013,455
data mining,computational linguistics,2014,306
data mining,computational linguistics,2015,424
data mining,computational linguistics,2016,424
data mining,computational linguistics,2017,165
data mining,data mining,1990,2
data mining,data mining,1991,84
data mining,data mining,1992,14
data mining,data mining,1993,88
data mining,data mining,1994,39
data mining,data mining,1995,154
data mining,data mining,1996,61
data mining,data mining,1997,136
data mining,data mining,1998,81
data mining,data mining,1999,137
data mining,data mining,2000,52
data mining,data mining,2001,200
data mining,data mining,2002,265
data mining,data mining,2003,340
data mining,data mining,2004,417
data mining,data mining,2005,585
data mining,data mining,2006,797
data mining,data mining,2007,857
data mining,data mining,2008,1121
data mining,data mining,2009,1409
data mining,data mining,2010,1504
data mining,data mining,2011,1999
data mining,data mining,2012,2101
data mining,data mining,2013,2737
data mining,data mining,2014,2829
data mining,data mining,2015,2886
data mining,data mining,2016,2867
data mining,data mining,2017,1212
data mining,databases,1990,23
data mining,databases,1991,38
data mining,databases,1992,55
data mining,databases,1993,76
data mining,databases,1994,116
data mining,databases,1995,165
data mining,databases,1996,128
data mining,databases,1997,160
data mining,databases,1998,180
data mining,databases,1999,205
data mining,databases,2000,131
data mining,databases,2001,316
data mining,databases,2002,403
data mining,databases,2003,449
data mining,databases,2004,627
data mining,databases,2005,593
data mining,databases,2006,790
data mining,databases,2007,983
data mining,databases,2008,1221
data mining,databases,2009,1436
data mining,databases,2010,1673
data mining,databases,2011,1978
data mining,databases,2012,2324
data mining,databases,2013,3083
data mining,databases,2014,3013
data mining,databases,2015,3244
data mining,databases,2016,3101
data mining,databases,2017,1330
data mining,graphics,1991,2
data mining,graphics,1996,6
data mining,graphics,1998,6
data mining,graphics,2001,1
data mining,graphics,2002,3
data mining,graphics,2003,11
data mining,graphics,2004,5
data mining,graphics,2005,10
data mining,graphics,2006,5
data mining,graphics,2007,12
data mining,graphics,2008,21
data mining,graphics,2009,28
data mining,graphics,2010,15
data mining,graphics,2011,24
data mining,graphics,2012,73
data mining,graphics,2013,59
data mining,graphics,2014,38
data mining,graphics,2015,71
data mining,graphics,2016,53
data mining,graphics,2017,17
data mining,hci,1995,1
data mining,hci,1999,1
data mining,hci,2003,1
data mining,hci,2006,1
data mining,hci,2007,8
data mining,hci,2008,3
data mining,hci,2009,5
data mining,hci,2010,8
